hospital_name,city,state,star_rating,drg_description,hospital_price,national_avg_price,total_savings
"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN","ALBERT LEA",MN,5,"KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC",7127.75,7480.78,353.03
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",11725.190476,12078.21,353.02
"CHRIST HOSPITAL",CINCINNATI,OH,5,"GASTROINTESTINAL OBSTRUCTION WITH CC",7132.4444444,7484.42,351.98
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC",9700.4307692,10052,351.57
"MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC","LA CROSSE",WI,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC",16818.842105,17170.33,351.49
"INTERMOUNTAIN MEDICAL CENTER",MURRAY,UT,5,"SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS",60789.285714,61140.46,351.17
"NEW ENGLAND BAPTIST HOSPITAL",BOSTON,MA,5,"CERVICAL SPINAL FUSION WITHOUT CC/MCC",21188.428571,21539.56,351.14
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE",12267.571429,12618.26,350.69
"CLEVELAND CLINIC",CLEVELAND,OH,5,"ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION",9613.2857143,9963.77,350.49
"NORTHWESTERN MEDICINE MCHENRY",MCHENRY,IL,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC",15559.545455,15909.82,350.27
"UNC HOSPITALS","CHAPEL HILL",NC,5,"NON-EXTENSIVE BURNS",29839.055556,30189.25,350.2
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"HEART FAILURE AND SHOCK WITH MCC",11198.800532,11548.46,349.66
"RUSH UNIVERSITY MEDICAL CENTER",CHICAGO,IL,5,"MAJOR HEAD AND NECK PROCEDURES WITH CC",26359.714286,26708.84,349.13
"ASCENSION  SETON HAYS",KYLE,TX,5,"KIDNEY AND URINARY TRACT INFECTIONS WITH MCC",9785.1111111,10133.32,348.21
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC",7594.5517241,7942.36,347.8
"INOVA FAIR OAKS HOSPITAL",FAIRFAX,VA,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8578.1481481,8924.72,346.57
"UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER",TOWSON,MD,5,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC",12123.107143,12469.26,346.15
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8578.5925926,8924.72,346.13
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC",23325.869565,23671.59,345.72
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON",DENTON,TX,5,"RED BLOOD CELL DISORDERS WITHOUT MCC",8297.5,8642.92,345.42
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",11076.26,11421.02,344.76
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC",13611.526316,13956.17,344.64
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"GASTROINTESTINAL HEMORRHAGE WITH MCC",15516.363636,15860.1,343.74
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",30216.727273,30559.97,343.24
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",6982.755102,7325.93,343.17
"NORTHWESTERN MEDICINE MCHENRY",MCHENRY,IL,5,"FRACTURES OF HIP AND PELVIS WITHOUT MCC",6784.6666667,7127.65,342.99
"SHARP CORONADO HOSPITAL AND HLTHCR CTR",CORONADO,CA,5,"CELLULITIS WITHOUT MCC",7865.1111111,8207.67,342.56
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON",DENTON,TX,5,"CELLULITIS WITHOUT MCC",7865.2162162,8207.67,342.46
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",9590.5,9931.77,341.27
"INTERMOUNTAIN HEALTH UTAH VALLEY HOSPITAL",PROVO,UT,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",6312.4545455,6653.05,340.6
"GOLETA VALLEY COTTAGE HOSPITAL","SANTA BARBARA",CA,5,"REVISION OF HIP OR KNEE REPLACEMENT WITH CC",29020.971429,29360.4,339.43
"UNC HOSPITALS","CHAPEL HILL",NC,5,"ACUTE LEUKEMIA WITH MCC",77489.636364,77828.74,339.1
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON",DENTON,TX,5,"RENAL FAILURE WITH CC",8040.4,8379.14,338.74
"NORTHERN WESTCHESTER HOSPITAL","MOUNT KISCO",NY,5,"RENAL FAILURE WITH MCC",12884.178571,13222.39,338.21
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC",15403.7,15741.45,337.75
"MORRISTOWN MEDICAL CENTER",MORRISTOWN,NJ,5,"BONE DISEASES AND ARTHROPATHIES WITHOUT MCC",8003,8339.84,336.84
"MAYO CLINIC HEALTH SYSTEM - MANKATO",MANKATO,MN,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",16122.567568,16457.75,335.19
"HOUSTON METHODIST BAYTOWN HOSPITAL",BAYTOWN,TX,5,"RENAL FAILURE WITH MCC",12887.365385,13222.39,335.03
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"ENDOCRINE DISORDERS WITH CC",9553.7619048,9888.7,334.94
"HOUSTON METHODIST WILLOWBROOK HOSPITAL",HOUSTON,TX,5,"RED BLOOD CELL DISORDERS WITHOUT MCC",8308.4285714,8642.92,334.49
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC",9351.7058824,9686.01,334.3
"CHRIST HOSPITAL",CINCINNATI,OH,5,"RENAL FAILURE WITH MCC",12888.348837,13222.39,334.04
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON",DENTON,TX,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8591.2272727,8924.72,333.49
"MAYO CLINIC",JACKSONVILLE,FL,5,"OTHER VASCULAR PROCEDURES WITHOUT CC/MCC",15820.642857,16153.52,332.87
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC",4960.4545455,5290.46,330
"INOVA FAIRFAX HOSPITAL","FALLS CHURCH",VA,5,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",9785.0625,10114.8,329.74
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC",16415.666667,16743.75,328.09
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,DYSEQUILIBRIUM,6704.1481481,7031.69,327.54
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",9604.36,9931.77,327.41
"EXETER HOSPITAL INC",EXETER,NH,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC",9230,9556.87,326.87
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8599.2168675,8924.72,325.5
"HACKENSACK UNIVERSITY MEDICAL CENTER",HACKENSACK,NJ,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC",25312.117647,25637.33,325.22
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",21201.4375,21526.33,324.89
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITHOUT CC/MCC",5830.5,6155.38,324.88
"CLEVELAND CLINIC",CLEVELAND,OH,5,"CERVICAL SPINAL FUSION WITHOUT CC/MCC",21216.142857,21539.56,323.42
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"RED BLOOD CELL DISORDERS WITHOUT MCC",8319.6744186,8642.92,323.24
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"PERIPHERAL VASCULAR DISORDERS WITH CC",9656.9375,9980.1,323.16
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC",10385.648649,10708.08,322.43
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC",12146.821918,12469.26,322.43
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"SYNCOPE AND COLLAPSE",7784.3465347,8106.73,322.38
"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN","ALBERT LEA",MN,5,"GASTROINTESTINAL OBSTRUCTION WITH CC",7162.7058824,7484.42,321.72
"BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL",FRISCO,TX,5,"HEART FAILURE AND SHOCK WITH MCC",11226.882353,11548.46,321.58
"INOVA FAIRFAX HOSPITAL","FALLS CHURCH",VA,5,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",18076.875,18397.16,320.29
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"FRACTURES OF HIP AND PELVIS WITHOUT MCC",6807.6086957,7127.65,320.04
"SARASOTA MEMORIAL HOSPITAL",SARASOTA,FL,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITHOUT CC/MCC",5857.6538462,6177.13,319.47
"CALVERTHEALTH MEDICAL CENTER","PRINCE FREDERICK",MD,5,"GASTROINTESTINAL OBSTRUCTION WITH CC",7165.95,7484.42,318.47
"UNIVERSITY OF KANSAS HOSPITAL","KANSAS CITY",KS,5,"GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC",5266.75,5584.46,317.71
"NORTHWESTERN MEMORIAL HOSPITAL",CHICAGO,IL,5,"KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC",18360.777778,18678.35,317.58
"EXETER HOSPITAL INC",EXETER,NH,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS",9165.1666667,9482.39,317.22
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,DYSEQUILIBRIUM,6715.84,7031.69,315.85
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",7797.5263158,8113.32,315.79
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC",15595.842105,15909.82,313.97
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC",9474.3571429,9788.29,313.94
"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY",AURORA,CO,5,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITHOUT CC/MCC",12004,12317.84,313.84
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC",7139.2,7452.97,313.77
"WELLSPAN GOOD SAMARITAN HOSPITAL",LEBANON,PA,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O",26807.461538,27120.45,312.98
"CHRIST HOSPITAL",CINCINNATI,OH,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",13929.070175,14240.94,311.87
"ST LUKES MAGIC VALLEY MEDICAL CENTER","TWIN FALLS",ID,5,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC",11215.196721,11526.67,311.47
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"RENAL FAILURE WITH MCC",12911.068966,13222.39,311.32
"MAYO CLINIC HEALTH SYSTEM - ALBERT LEA AND AUSTIN","ALBERT LEA",MN,5,"CELLULITIS WITHOUT MCC",7899,8207.67,308.67
"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",ENCINITAS,CA,5,"COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC",54692.192308,55000.05,307.85
"EXETER HOSPITAL INC",EXETER,NH,5,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC",12161.692308,12469.26,307.56
"HOUSTON METHODIST BAYTOWN HOSPITAL",BAYTOWN,TX,5,"HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC",17707.954545,18015.32,307.36
"MCPHERSON HOSPITAL",MCPHERSON,KS,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9215.0833333,9522.15,307.07
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8618.1978022,8924.72,306.52
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC",10402.16,10708.08,305.92
"ASANTE THREE RIVERS MEDICAL CENTER","GRANTS PASS",OR,5,"PULMONARY EDEMA AND RESPIRATORY FAILURE",11115.348837,11421.02,305.67
"NORTHERN WESTCHESTER HOSPITAL","MOUNT KISCO",NY,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",17452.666667,17757.56,304.9
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"HYPERTENSION WITHOUT MCC",6569.5294118,6872.54,303.02
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7197.1527778,7499.89,302.74
"LOGAN REGIONAL HOSPITAL",LOGAN,UT,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",16156.466667,16457.75,301.29
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9222.2222222,9522.15,299.93
"MAYO CLINIC HOSPITAL ROCHESTER",ROCHESTER,MN,5,"VENTRICULAR SHUNT PROCEDURES WITH CC",22449.324324,22749.15,299.83
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",7304.7173913,7603.49,298.77
"ST DAVID'S MEDICAL CENTER",AUSTIN,TX,5,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",26354.714286,26653.08,298.36
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,DYSEQUILIBRIUM,6733.5277778,7031.69,298.16
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"KIDNEY AND URINARY TRACT INFECTIONS WITH MCC",9835.3583815,10133.32,297.96
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"CHEST PAIN",6449.5263158,6746.2,296.67
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"CELLULITIS WITH MCC",12599.857143,12896.36,296.5
"ASCENSION  SETON HAYS",KYLE,TX,5,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS",9186.2285714,9482.39,296.16
"LANCASTER GENERAL HOSPITAL",LANCASTER,PA,5,"EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC",43004.173913,43300.33,296.15
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC",25341.5625,25637.33,295.77
"SPECTRUM HEALTH","GRAND RAPIDS",MI,5,"SYNCOPE AND COLLAPSE",7812.3333333,8106.73,294.39
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7207.7423581,7499.89,292.15
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",13949.788235,14240.94,291.15
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC",17466.8,17757.56,290.76
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC",14961,15251.29,290.29
"NEWTON-WELLESLEY HOSPITAL",NEWTON,MA,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",8652.3947368,8942.6,290.2
"MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC","LA CROSSE",WI,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",7313.625,7603.49,289.86
"ISLAND HOSPITAL",ANACORTES,WA,5,"SIMPLE PNEUMONIA AND PLEURISY WITH MCC",11236.882353,11526.67,289.79
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC",13813.864865,14102.78,288.92
"CHRIST HOSPITAL",CINCINNATI,OH,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7211.1290323,7499.89,288.76
"SHARP CORONADO HOSPITAL AND HLTHCR CTR",CORONADO,CA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9234.8181818,9522.15,287.33
"SCRIPPS MEMORIAL HOSPITAL LA JOLLA","LA JOLLA",CA,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8637.4888889,8924.72,287.23
"BAYLOR SCOTT & WHITE MEDICAL CENTER AT IRVING",IRVING,TX,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC",9766,10052,286
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8640.7126437,8924.72,284.01
"NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL",EVANSTON,IL,5,"SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC",5722.047619,6005.72,283.67
"FRENCH HOSPITAL MEDICAL CENTER","SAN LUIS OBISPO",CA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9238.6,9522.15,283.55
"INOVA FAIR OAKS HOSPITAL",FAIRFAX,VA,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC",9698.2307692,9981.57,283.34
"GOLETA VALLEY COTTAGE HOSPITAL","SANTA BARBARA",CA,5,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",21243.636364,21526.33,282.69
"NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL",GENEVA,IL,5,"OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC",8660.8695652,8942.6,281.73
"BUFFALO HOSPITAL",BUFFALO,MN,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9240.625,9522.15,281.53
"ADVOCATE SHERMAN HOSPITAL",ELGIN,IL,5,"DIABETES WITH CC",8327.5454545,8607.82,280.28
"MCKAY-DEE HOSPITAL",OGDEN,UT,5,"PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC",16890.694444,17170.33,279.64
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC",9772.4705882,10052,279.53
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"CELLULITIS WITHOUT MCC",7928.6794872,8207.67,278.99
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7221.9891304,7499.89,277.9
"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","NEWPORT BEACH",CA,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC",16957.607903,17235.46,277.85
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"GASTROINTESTINAL OBSTRUCTION WITH CC",7206.7083333,7484.42,277.71
"UCHICAGO MEDICINE ADVENTHEALTH LA GRANGE","LA GRANGE",IL,5,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC",9775.1304348,10052,276.87
"NEW ENGLAND BAPTIST HOSPITAL",BOSTON,MA,5,"MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC",16180.891578,16457.75,276.86
"INOVA LOUDOUN HOSPITAL",LEESBURG,VA,5,"HYPERTENSION WITHOUT MCC",6595.9444444,6872.54,276.6
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"CELLULITIS WITHOUT MCC",7931.1923077,8207.67,276.48
"NORTHEAST GEORGIA MEDICAL CENTER LUMPKIN",DAHLONEGA,GA,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC",15710.4375,15986.29,275.85
"SCRIPPS MEMORIAL HOSPITAL - ENCINITAS",ENCINITAS,CA,5,"RENAL FAILURE WITH CC",8103.8461538,8379.14,275.29
"LOGAN REGIONAL HOSPITAL",LOGAN,UT,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",7226.1428571,7499.89,273.75
"MORRISTOWN MEDICAL CENTER",MORRISTOWN,NJ,5,"NERVOUS SYSTEM NEOPLASMS WITH MCC",14570.148148,14843.41,273.26
"TIDALHEALTH NANTICOKE, INC.",SEAFORD,DE,5,"MAJOR CHEST PROCEDURES WITHOUT CC/MCC",18606.333333,18878.91,272.57
"NORTHWESTERN LAKE FOREST HOSPITAL","LAKE FOREST",IL,5,"KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC",7208.4782609,7480.78,272.3
"HOUSTON METHODIST HOSPITAL",HOUSTON,TX,5,"DIGESTIVE MALIGNANCY WITH CC",11829.857143,12101.72,271.86
"WHITE PLAINS HOSPITAL CENTER","WHITE PLAINS",NY,5,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",6381.8333333,6653.05,271.22
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC",21944.333333,22215.29,270.96
"MEDICAL CITY ALLIANCE","FORT WORTH",TX,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9252,9522.15,270.15
"ST FRANCIS HOSPITAL - THE HEART CENTER",ROSLYN,NY,5,"SIMPLE PNEUMONIA AND PLEURISY WITH CC",7334.1666667,7603.49,269.32
"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE",PA,5,"GASTROINTESTINAL HEMORRHAGE WITH CC",8655.6956522,8924.72,269.02
"POUDRE VALLEY HOSPITAL","FORT COLLINS",CO,5,"RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC",9712.5909091,9981.57,268.98
"EVERGREENHEALTH MEDICAL CENTER",KIRKLAND,WA,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",42797.388889,43065.94,268.55
"WELLSPAN EVANGELICAL COMMUNITY HOSPITAL",LEWISBURG,PA,5,"INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC",42797.857143,43065.94,268.08
"DOCTORS HOSPITAL","CORAL GABLES",FL,5,"SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC",9254.92,9522.15,267.23
"BRIGHAM AND WOMEN'S HOSPITAL",BOSTON,MA,5,"OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC",32577.5,32844.51,267.01
"ST LUKES HOSPITAL BETHLEHEM",BETHLEHEM,PA,5,"SEIZURES WITHOUT MCC",8812.1025641,9078.8,266.69
"PAOLI HOSPITAL",PAOLI,PA,5,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",11811.681818,12078.21,266.53
"NS/LIJ HS HUNTINGTON HOSPITAL",HUNTINGTON,NY,5,"RENAL FAILURE WITH CC",8114.05,8379.14,265.09
"NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL",WINFIELD,IL,5,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",18641.333333,18905.29,263.96
"BRIGHAM AND WOMEN FAULKNER HOSPITAL","JAMAICA PLAIN",MA,5,"OTHER VASCULAR PROCEDURES WITH MCC",31963.133333,32227.02,263.89
"MORRISTOWN MEDICAL CENTER",MORRISTOWN,NJ,5,"WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D",32114.695652,32378.39,263.69
